Sample ID,Accession,Domain,Phylum,Class,Order,Family,Genus,Species,E value,Max score,Total score,Query from,Query to,Hit from,Hit to,Identity,Positive,Similarity[%],Coverage[%],Query length
Ap-18-08,KP789326.1.1444,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia-Shigella,Escherichia coli,0,887.512,480,14,507,9,499,490,490,99.2,30.9,1600
Ap-18-09,KU937376.1.1441,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Plesiomonas,Plesiomonas shigelloides,0,874.586,473,28,509,17,498,479,479,99.4,39.3,1228
Ap-19-01,,,,,,,,,,,,,,,,,,,,
Ap-19-02,JQ215733.1.1343,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Weeksellaceae,Ornithobacterium,uncultured bacterium,0,643.754,348,16,489,21,495,436,436,92,38.6,1229
Ap-20-01,JQ215733.1.1343,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Weeksellaceae,Ornithobacterium,uncultured bacterium,0,647.448,350,9,480,10,484,437,437,92.6,35.4,1332
Ap-21-01,Y10076.1.1387,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium 1,Corynebacterium phocae,0,761.94,412,16,483,19,488,453,453,96.8,35.5,1318
Ap-21-02,JQ205117.1.1362,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Otariodibacter,uncultured bacterium,0,854.272,462,8,497,11,504,484,484,98.8,31.7,1547
Ap-21-03,JQ205117.1.1362,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Otariodibacter,uncultured bacterium,0,859.812,465,16,497,19,503,479,479,99.4,30.1,1599
Ap-21-04,JQ205117.1.1362,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Otariodibacter,uncultured bacterium,0,856.119,463,8,496,14,504,483,483,98.8,39.2,1248
Ap-21-05,HM566656.1.1340,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus sp. SGE128(2010),0,900.439,487,11,517,1,504,501,501,98.8,35.9,1414
Ap-21-06,HQ603855.1.1473,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus thailandicus,0,935.525,506,14,523,12,520,509,509,99.8,38.5,1323
Ap-21-06,Y10076.1.1387,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium 1,Corynebacterium phocae,0,760.093,411,25,489,22,486,449,449,96.6,29,1604
Ap-21-07,JQ206756.1.1362,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Otariodibacter,uncultured bacterium,0,832.113,450,8,500,12,503,483,483,98,38.1,1295
Ap-21-08,JQ204730.1.1362,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Otariodibacter,uncultured bacterium,2.46E-108,396.303,214,40,498,37,498,382,382,83.2,87.6,524
Ap-21-09,,,,,,,,,,,,,,,,,,,,
Ap-22-01,AIDX01000001.1101600.1103155,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus canis FSL Z3-227,0,894.899,484,28,521,50,542,492,492,99.6,41.4,1194
Ap-22-02,AIDX01000001.1101600.1103155,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus canis FSL Z3-227,0,902.285,488,30,524,50,542,493,493,99.6,45.6,1085
Ap-22-03,AIDX01000001.1101600.1103155,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus canis FSL Z3-227,0,876.432,474,30,520,50,542,487,487,99.2,37.3,1315
Ap-23-01,JQ411244.1.1495,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecalis,0,920.752,498,19,516,13,510,498,498,100,30.9,1613
Ap-24-01,KP789333.1.1439,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia-Shigella,Escherichia coli,0,894.899,484,8,505,5,499,494,494,99.2,37.2,1339
Ap-24-02,,,,,,,,,,,,,,,,,,,,
Ap-24-03,KP789333.1.1439,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia-Shigella,Escherichia coli,0,891.205,482,11,503,8,497,490,490,99.4,31.9,1547
Ap-24-04,KP789326.1.1444,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia-Shigella,Escherichia coli,0,891.205,482,7,501,5,497,492,492,99.4,35.4,1397
Ap-24-05,KP789333.1.1439,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia-Shigella,Escherichia coli,0,887.512,480,10,495,8,493,485,485,99.8,34.9,1394
Ap-24-06,LOGZ01000122.9.1564,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia-Shigella,Escherichia coli,0,891.205,482,7,506,39,538,496,496,99.2,39.6,1264
Ap-24-07,KP789333.1.1439,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia-Shigella,Escherichia coli,0,889.359,481,11,498,8,494,486,486,99.6,36.4,1341
Ap-24-08,JQ201036.1.1363,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Edwardsiella,uncultured bacterium,8.03E-163,577.275,312,13,488,15,492,424,424,89.1,92.6,514
Ap-24-11,KP789333.1.1439,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia-Shigella,Escherichia coli,0,878.279,475,13,507,8,499,489,489,98.8,40,1238
Ap-25-03,KP789326.1.1444,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia-Shigella,Escherichia coli,0,885.665,479,13,497,9,493,484,484,99.8,32.8,1478
Ap-25-04,KP789326.1.1444,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia-Shigella,Escherichia coli,0,893.052,483,10,499,9,497,488,488,99.6,36.6,1340
Ap-25-05,KP789326.1.1444,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia-Shigella,Escherichia coli,0,887.512,480,13,499,6,490,485,485,99.6,32.2,1511
Ap-25-08,KP789326.1.1444,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia-Shigella,Escherichia coli,0,893.052,483,14,506,9,499,490,490,99.4,38.6,1277
Ap-25-09,FJ375179.1.1435,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Plesiomonas,Plesiomonas shigelloides,0,870.892,471,12,502,6,498,487,487,99.2,37.5,1308
Ap-25-10,CP019777.2884681.2886236,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia-Shigella,Escherichia coli NU14,0,883.819,478,18,505,53,538,485,485,99.4,30.1,1623
Ap-26-01-1,JN560901.1.1443,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus durans,0,924.445,500,21,533,2,512,509,509,99.2,31.3,1638
Ap-26-01-2,CP016043.715424.716974,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Edwardsiella,Edwardsiella hoshinae,0,870.892,471,11,501,44,536,488,488,99.4,31.5,1560
Ap-26-02,KF956381.1.1454,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Photobacterium,Photobacterium damselae subsp. piscicida (causative agent of fish,0,902.285,488,28,525,14,509,495,495,99.4,28.2,1764
Ap-26-03,GU228793.1.1452,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Photobacterium,Photobacterium damselae subsp. damselae,0,905.979,490,12,501,11,500,490,490,100,30.3,1615
Ap-26-04,GU228793.1.1452,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Photobacterium,Photobacterium damselae subsp. damselae,0,907.825,491,10,503,11,505,494,494,100,28.8,1715
Ap-26-05,CP016043.715424.716974,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Edwardsiella,Edwardsiella hoshinae,0,881.972,477,11,498,44,534,487,487,99.8,35.7,1367
Ap-26-06,KM111593.1.1447,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Edwardsiella,Edwardsiella tarda,0,881.972,477,15,504,13,501,486,486,99.2,34.1,1439
Ap-26-08,JQ192786.1.1365,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Edwardsiella,uncultured bacterium,0,745.32,403,11,445,15,451,426,426,97.9,84.5,515
Ap-26-09,LC093167.1.1524,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Edwardsiella,uncultured bacterium,0,865.352,468,17,502,44,530,482,482,99.2,35.8,1357
Ap-26-11,CP016043.715424.716974,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Edwardsiella,Edwardsiella hoshinae,0,870.892,471,16,498,53,535,480,480,99.4,37.1,1302
Ap-28-05,DQ816171.1.1453,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Plesiomonas,uncultured bacterium,0,881.972,477,21,507,24,509,485,485,99.6,27.7,1758
Ap-28-08,EU878340.1.1552,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Vagococcus,uncultured bacterium,0,904.132,489,7,515,30,541,506,506,99.4,30.9,1647
Ap-29-01,HQ789036.1.1453,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia-Shigella,uncultured organism,0,870.892,471,12,504,2,492,486,486,98.6,38.8,1269
Ap-29-02,JQ205807.1.1383,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,uncultured bacterium,0,898.592,486,31,522,27,518,490,490,99.6,27.7,1775
Ap-29-04,KT260804.1.1445,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia-Shigella,Escherichia coli,0,889.359,481,11,501,1,490,488,488,99.4,39.2,1254
Ap-30-01,AY839859.1.1482,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus licheniformis,0,900.439,487,18,513,17,513,494,494,99.6,37.6,1318
Ap-31-01,JF309229.1.1519,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus sp. 3547BRRJ,0,891.205,482,23,516,31,522,490,490,99.2,30.2,1634
Ap-31-02-1,JN560937.1.1446,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecium,1.25E-56,224.565,121,19,161,2,143,136,136,95.1,26.8,533
Ap-31-02-2,HM287222.1.1343,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium 1,uncultured bacterium,0,832.113,450,15,481,17,485,464,464,99.4,25.9,1800
Ap-31-03,EU465766.1.1387,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Arthrobacter,uncultured bacterium,0,857.966,464,11,483,36,508,471,471,99.6,29.9,1580
Ap-31-05,JQ205485.1.1357,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Weeksellaceae,uncultured,uncultured bacterium,1.50E-75,287.351,155,154,434,159,439,240,240,85.4,55.1,510
Ap-31-06,JQ205540.1.1364,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Otariodibacter,uncultured bacterium,0,824.726,446,16,502,19,507,475,475,97.5,46.1,1057
Ap-31-07,JQ201036.1.1363,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Edwardsiella,uncultured bacterium,8.01E-158,560.655,303,2,485,11,493,426,426,88,95.1,509
Ap-31-08,EU460565.1.1401,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Plesiomonas,uncultured bacterium,0,880.126,476,13,503,39,529,488,488,99.4,33.5,1466
Ap-31-09,JQ201036.1.1363,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Edwardsiella,uncultured bacterium,4.84E-155,551.422,298,16,485,24,492,414,414,88.1,92,511
Ap-32-01,KT735223.1.1389,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Pantoea,Pantoea sp. F4-12,2.62E-53,213.485,115,84,399,22,337,254,254,80.4,61.2,516
Ap-32-02,LC027448.1.1402,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Pantoea,Pantoea sp. NIASMII,3.25E-77,292.891,158,76,497,49,471,338,338,80.1,82.4,512
Ap-32-03,KF828863.1.1384,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Pantoea,Pantoea sp. XJJC-134-5RF4,4.20E-71,272.578,147,73,502,49,477,341,341,79.3,84.5,509
Ap-32-04,HQ603855.1.1473,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus thailandicus,0,928.138,502,16,517,13,514,502,502,100,27.9,1800
Ap-32-04,,,,,,,,,,,,,,,,,,,,
Ap-32-05,KM349185.1.1463,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus sp. 110808-11,0,894.899,484,7,505,8,506,495,495,99.2,36,1386
Ap-32-06,LC027448.1.1402,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Pantoea,Pantoea sp. NIASMII,6.91E-84,315.051,170,75,495,49,471,340,340,80.8,82.4,511
Ap-32-07,BAUC01000062.159.1682,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Edwardsiella,Edwardsiella hoshinae NBRC 105699 = ATCC 33379,0,878.279,475,6,503,32,531,493,493,99,33.1,1504
Ap-32-08-1,HQ603855.1.1473,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus thailandicus,0,928.138,502,13,520,7,514,506,506,99.6,29,1750
Ap-32-08-2,BAUC01000062.159.1682,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Edwardsiella,Edwardsiella hoshinae NBRC 105699 = ATCC 33379,0,889.359,481,12,507,35,531,494,494,99.6,38.4,1293
Ap-32-08,KJ018060.1.1437,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia-Shigella,bacterium CSR-57,0,887.512,480,7,502,3,496,491,491,99,27.2,1823
Ap-32-09,KY655127.1.1260,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia-Shigella,Escherichia coli,0,883.819,478,17,505,7,492,486,486,99.4,35.4,1382
Ap-32-10,HM779282.1.1454,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,uncultured bacterium,3.52E-17,93.4528,50,236,376,244,382,112,112,79.4,27.6,510
Ap-33-01,KY655125.1.1261,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia-Shigella,Escherichia coli,0,870.892,471,11,497,9,493,483,483,99.2,38.9,1251
Ap-33-05,HQ807338.1.1448,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia-Shigella,uncultured organism,0,828.419,448,33,501,16,484,463,463,98.7,31.3,1497
Ap-34-01,,,,,,,,,,,,,,,,,,,,
Ap-34-02,HQ169124.1.1454,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia-Shigella,Escherichia coli,0,883.819,478,17,497,1,481,480,480,99.8,36.7,1311
Ap-34-02,HQ603855.1.1473,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus thailandicus,0,926.292,501,11,524,9,520,510,510,99.2,31.7,1622
Ap-34-03-1,CXQH01001209.413.1952,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,human gut metagenome,0,909.672,492,13,519,35,541,504,504,99.4,32.6,1555
Ap-34-03-2,KF826017.1.1505,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus sp. CGLBL155,0,1000.16,541,19,720,15,701,652,652,92.9,40,1755
Ap-34-03,HQ603855.1.1473,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus thailandicus,0,928.138,502,14,525,10,520,509,509,99.4,32.5,1573
Ap-34-04,JN102572.1.1472,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus gallinarum,0,922.598,499,18,520,1,502,502,502,99.8,43.5,1156
Ap-34-05,KU711814.1.1430,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Edwardsiella,Edwardsiella tarda,0,676.994,366,15,510,1,488,455,455,91.7,96.7,513
Ap-34-06,KP221610.1.1455,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecium,0,915.212,495,29,529,13,513,499,499,99.6,30.5,1640
Ap-34-07,LC027448.1.1402,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Pantoea,Pantoea sp. NIASMII,7.24E-69,265.191,143,86,507,49,471,334,334,79.1,80.7,523
Ap-34-08,KU711814.1.1430,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Edwardsiella,Edwardsiella tarda,0,747.167,404,17,488,1,469,450,450,95.3,92,513
Ap-34-09,HQ603855.1.1473,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus thailandicus,0,928.138,502,13,521,12,518,507,507,99.6,32.3,1574
Ap-34-11-2,HQ603855.1.1473,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus thailandicus,0,917.059,496,17,518,13,514,501,501,99.8,31.5,1593
Ap-34-11,HQ603855.1.1473,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus thailandicus,0,933.678,505,14,522,13,520,508,508,99.8,35.6,1430
Ap-34-12,HQ603855.1.1473,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus thailandicus,0,931.832,504,14,521,12,518,507,507,99.8,31.8,1598
Ap-35-01,KR086479.1.1472,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,uncultured Bacillus sp.,8.82E-93,344.597,186,62,291,37,268,217,217,94.3,45,511
Ap-35-05,KT260804.1.1445,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia-Shigella,Escherichia coli,0,885.665,479,11,503,1,490,489,489,99.2,34.7,1421
Ap-35-06,KP789333.1.1439,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia-Shigella,Escherichia coli,0,898.592,486,12,497,8,493,486,486,100,33.5,1452
Ap-35-07,KP789326.1.1444,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia-Shigella,Escherichia coli,0,880.126,476,11,496,9,493,484,484,99.6,30.5,1591
Ap-35-09-2,KX986340.1.1259,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Micrococcus,Micrococcus sp.,0,854.272,462,7,480,3,476,470,470,99.2,23.6,2005
Ap-35-09,KP191992.1.1430,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Micrococcus,Micrococcus luteus,0,841.346,455,11,478,10,476,464,464,99.1,22.5,2077
Ap-36-02,HQ603855.1.1473,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus thailandicus,0,935.525,506,12,521,10,518,509,509,99.8,30.6,1664
Ap-36-03,KY003111.1.1207,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus salivarius subsp. salivarius,0,904.132,489,19,514,16,510,494,494,99.6,29.5,1682
Ap-36-04,LQSH01000038.3231.4754,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia-Shigella,Escherichia coli,0,883.819,478,9,495,45,532,486,486,99.8,33.2,1467
Ap-36-05,KP789326.1.1444,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia-Shigella,Escherichia coli,0,891.205,482,6,497,4,493,489,489,99.4,36.9,1333
Ap-36-06,KT260804.1.1445,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia-Shigella,Escherichia coli,0,889.359,481,12,498,1,487,486,486,99.8,29.3,1661
Ap-36-07,KX765456.1.1442,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia-Shigella,Escherichia albertii,0,878.279,475,10,501,7,495,488,488,99.2,34.3,1435
Ap-37-01,KP789326.1.1444,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia-Shigella,Escherichia coli,0,883.819,478,11,492,8,488,481,481,99.8,34.8,1385
Ap-37-04,KP789326.1.1444,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia-Shigella,Escherichia coli,0,898.592,486,12,501,9,497,489,489,99.8,33.1,1479
Ap-37-05,KP789326.1.1444,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia-Shigella,Escherichia coli,0,896.745,485,12,496,9,493,485,485,100,30.2,1607
Ap-38-03-2,KY655127.1.1260,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia-Shigella,Escherichia coli,0,872.739,472,15,493,6,483,477,477,99.6,28.5,1682
Ap-38-03,KT260812.1.1441,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia-Shigella,Escherichia coli,0,878.279,475,17,497,1,481,480,480,99.8,34.1,1411
Ap-38-04,HM021542.1.1440,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia-Shigella,uncultured bacterium,0,887.512,480,7,501,2,496,491,491,99.2,34.9,1418
Ap-38-06-2,KM030258.1.1472,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,uncultured Enterococcus sp.,0,917.059,496,19,521,20,521,501,501,99.6,36.4,1383
Ap-38-06,HQ603855.1.1473,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus thailandicus,0,939.218,508,12,523,10,520,511,511,99.8,37.2,1376
Ap-38-07,KP789330.1.1437,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia-Shigella,Escherichia coli,0,885.665,479,12,502,7,495,487,487,99.2,47.9,1025
Ap-38-07,KP340438.1.1449,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia-Shigella,Cronobacter sakazakii,0,885.665,479,12,500,11,498,486,486,99.4,29.4,1666
Ap-38-08,EU878340.1.1552,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Vagococcus,uncultured bacterium,0,905.979,490,10,519,34,545,506,506,99.2,32,1593
Ap-39-01,KU179324.1.1485,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus licheniformis,0,913.365,494,8,508,4,503,499,499,99.6,41.2,1217
Ap-39-03,AIDX01000001.1101600.1103155,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus canis FSL Z3-227,0,894.899,484,27,520,50,542,492,492,99.6,41.3,1196
Ap-40-01,KF051780.1.1447,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Klebsiella,Klebsiella sp. DE2,0,876.432,474,11,493,9,492,481,481,99.6,36.8,1314
Ap-40-03,KY608552.1.1200,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Streptomyces sp.,0,905.979,490,3,508,7,510,501,501,99,39.7,1275
Ap-40-04,KP862622.1.1501,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,bacterium SJD,0,917.059,496,10,514,10,514,503,503,99.6,25,2019
Ap-40-05,KY859807.1.1448,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Klebsiella,Klebsiella sp.,0,887.512,480,4,501,2,499,493,493,99,41.1,1212
Ap-40-06,KU221439.1.1446,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Klebsiella,bacterium R12,0,880.126,476,2,492,3,493,487,487,99.2,44,1116
Ap-40-07,JX455816.1.1438,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Klebsiella,Klebsiella sp. H-207,0,872.739,472,8,493,5,492,483,483,99.4,31.6,1538
Ap-40-08,KX904724.1.1441,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Klebsiella,Klebsiella variicola,0,876.432,474,13,494,10,493,481,481,99.8,37.7,1277
Ap-40-09,HQ259959.1.1442,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,0,880.126,476,8,502,6,498,489,489,98.8,39.5,1254
Ap-40-10,HQ728325.1.1503,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Vagococcus,Vagococcus sp. SIX2(2011),0,909.672,492,22,517,33,527,495,495,99.8,30.4,1630
Ap-41-01,HQ154567.1.1497,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia-Shigella,Escherichia coli,0,869.046,470,21,506,34,518,482,482,99.2,34,1431
Ap-41-03,KR148962.1.1442,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia-Shigella,Escherichia sp. CH-11,0,887.512,480,18,504,13,498,485,485,99.6,44.4,1097
Ap-41-05,KU254762.1.1421,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia-Shigella,Escherichia coli,0,869.046,470,13,504,1,490,486,486,98.8,43.9,1122
Ap-41-05,CP007390.4709729.4711271,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia-Shigella,Escherichia coli,0,874.586,473,20,504,50,534,482,482,99.4,44.6,1087
Ap-41-06,KR148962.1.1442,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia-Shigella,Escherichia sp. CH-11,0,869.046,470,10,503,8,496,487,487,98.6,44,1123
